id,short_id,image_path_html,polygon,label,score,countertop_polygon,above_or_below_countertop,height_width_ratio,container_height,container_width,neighbors,anchor_neighbors,distance_from_anchors,angle_from_anchors,similar_neighbors,updated_label
22110,1,images/kitchen/6_segmented_sun_adkelmsgskwpzslp.jpg,"[[212, 98], [210, 143], [231, 143], [236, 98]]",cabinet door,0.431,"[[0, 88], [300, 88], [300, 225], [0, 225]]",below,1.731,45.0,26.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 22111, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""sink"", ""below"": null, ""left"": ""stove"", ""right"": null, ""top_left"": ""refrigerator"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.0987, 'stove': 0.1062, 'refrigerator': 0.1426, 'microwave': 0.1703, 'sink': 0.121}","{'oven': 168.31, 'stove': 175.6, 'refrigerator': 219.12, 'microwave': 353.26, 'sink': 287.64}",[],cabinet door
22111,2,images/kitchen/6_segmented_sun_adkelmsgskwpzslp.jpg,"[[261, 96], [238, 98], [233, 143], [256, 143]]",cabinet door,0.417,"[[0, 88], [300, 88], [300, 225], [0, 225]]",below,1.679,47.0,28.0,"{""above"": null, ""below"": null, ""left"": 22110, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""sink"", ""below"": null, ""left"": null, ""right"": ""microwave"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.1641, 'stove': 0.1721, 'refrigerator': 0.1977, 'microwave': 0.1048, 'sink': 0.1177}","{'oven': 172.53, 'stove': 176.84, 'refrigerator': 206.65, 'microwave': 349.74, 'sink': 255.57}",[],cabinet door
22112,3,images/kitchen/6_segmented_sun_adkelmsgskwpzslp.jpg,"[[151, 137], [140, 140], [140, 146], [149, 146], [150, 147], [152, 142]]",cabinet door,0.327,"[[0, 88], [300, 88], [300, 225], [0, 225]]",below,0.833,10.0,12.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.1114, 'stove': 0.1081, 'refrigerator': 0.1749, 'microwave': 0.3783, 'sink': 0.2951}","{'oven': 338.96, 'stove': 331.33, 'refrigerator': 300.96, 'microwave': 347.79, 'sink': 323.54}",[],cabinet door
22113,4,images/kitchen/6_segmented_sun_adkelmsgskwpzslp.jpg,"[[117, 97], [118, 103], [143, 103], [143, 115], [152, 119], [152, 96]]",cabinet door,0.343,"[[0, 88], [300, 88], [300, 225], [0, 225]]",below,0.657,23.0,35.0,"{""above"": null, ""below"": null, ""left"": 22114, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""refrigerator"", ""bottom_left"": null, ""bottom_right"": ""stove""}","{'oven': 0.1426, 'stove': 0.1294, 'refrigerator': 0.1257, 'microwave': 0.3956, 'sink': 0.2733}","{'oven': 24.89, 'stove': 21.84, 'refrigerator': 336.56, 'microwave': 2.9, 'sink': 344.0}",[],cabinet door
22114,5,images/kitchen/6_segmented_sun_adkelmsgskwpzslp.jpg,"[[90, 114], [107, 113], [107, 102], [114, 102], [114, 96], [90, 96]]",cabinet door,0.328,"[[0, 88], [300, 88], [300, 225], [0, 225]]",below,0.75,18.0,24.0,"{""above"": null, ""below"": null, ""left"": 22115, ""right"": 22113, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.2288, 'stove': 0.2168, 'refrigerator': 0.2105, 'microwave': 0.4859, 'sink': 0.3599}","{'oven': 16.36, 'stove': 14.04, 'refrigerator': 347.5, 'microwave': 2.88, 'sink': 348.64}",[],cabinet door
22115,6,images/kitchen/6_segmented_sun_adkelmsgskwpzslp.jpg,"[[76, 97], [76, 116], [88, 115], [88, 97]]",cabinet door,0.32,"[[0, 88], [300, 88], [300, 225], [0, 225]]",below,1.583,19.0,12.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 22114, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.2833, 'stove': 0.2721, 'refrigerator': 0.2684, 'microwave': 0.5434, 'sink': 0.4179}","{'oven': 11.81, 'stove': 9.76, 'refrigerator': 348.83, 'microwave': 1.9, 'sink': 349.34}",[],cabinet door
22116,1,images/kitchen/15_segmented_sun_avtqdvhwdfzykzby.jpg,"[[828, 734], [829, 895], [950, 915], [950, 745]]",cabinet door,0.492,"[[0, 608], [1420, 608], [1420, 960], [0, 960]]",below,1.484,181.0,122.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 22117, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""dishwasher"", ""right"": null, ""top_left"": null, ""top_right"": ""sink"", ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.276, 'coffee machine': 0.1595, 'dishwasher': 0.0877, 'sink': 0.1254, 'microwave': 0.3607}","{'oven': 206.75, 'coffee machine': 236.34, 'dishwasher': 197.11, 'sink': 295.1, 'microwave': 217.31}",[],cabinet door
22117,2,images/kitchen/15_segmented_sun_avtqdvhwdfzykzby.jpg,"[[954, 744], [954, 915], [1092, 937], [1092, 756]]",cabinet door,0.485,"[[0, 608], [1420, 608], [1420, 960], [0, 960]]",below,1.399,193.0,138.0,"{""above"": null, ""below"": null, ""left"": 22116, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""sink"", ""below"": null, ""left"": null, ""right"": ""dishwasher"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.3509, 'coffee machine': 0.2187, 'dishwasher': 0.1656, 'sink': 0.1253, 'microwave': 0.4302}","{'oven': 202.35, 'coffee machine': 220.46, 'dishwasher': 192.2, 'sink': 258.57, 'microwave': 211.98}",[],cabinet door
22118,3,images/kitchen/15_segmented_sun_avtqdvhwdfzykzby.jpg,"[[706, 269], [606, 286], [612, 523], [728, 521], [739, 285]]",cabinet door,0.446,"[[0, 608], [1420, 608], [1420, 960], [0, 960]]",above,1.91,254.0,133.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": 22125, ""bottom_right"": null}","{""above"": null, ""below"": ""coffee machine"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""oven"", ""bottom_right"": null}","{'oven': 0.1833, 'coffee machine': 0.1318, 'dishwasher': 0.2373, 'sink': 0.2291, 'microwave': 0.1689}","{'oven': 132.29, 'coffee machine': 74.72, 'dishwasher': 80.48, 'sink': 39.68, 'microwave': 165.86}",[],cabinet door
22119,4,images/kitchen/15_segmented_sun_avtqdvhwdfzykzby.jpg,"[[1213, 704], [1211, 956], [1295, 958], [1294, 711]]",cabinet door,0.442,"[[0, 608], [1420, 608], [1420, 960], [0, 960]]",below,3.024,254.0,84.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 22127, ""top_left"": null, ""top_right"": 22126, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""dishwasher"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.4769, 'coffee machine': 0.3312, 'dishwasher': 0.2979, 'sink': 0.199, 'microwave': 0.5474}","{'oven': 195.83, 'coffee machine': 204.74, 'dishwasher': 186.1, 'sink': 216.88, 'microwave': 204.21}",[],cabinet door
22120,5,images/kitchen/15_segmented_sun_avtqdvhwdfzykzby.jpg,"[[571, 668], [571, 705], [659, 712], [658, 671]]",drawer,0.455,"[[0, 608], [1420, 608], [1420, 960], [0, 960]]",below,0.5,44.0,88.0,"{""above"": null, ""below"": 22129, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.0981, 'coffee machine': 0.0904, 'dishwasher': 0.0923, 'sink': 0.2163, 'microwave': 0.1895}","{'oven': 208.32, 'coffee machine': 322.52, 'dishwasher': 34.24, 'sink': 350.46, 'microwave': 228.03}",[],drawer
22121,6,images/kitchen/15_segmented_sun_avtqdvhwdfzykzby.jpg,"[[541, 289], [458, 302], [463, 400], [545, 391]]",cabinet door,0.449,"[[0, 608], [1420, 608], [1420, 960], [0, 960]]",above,1.276,111.0,87.0,"{""above"": null, ""below"": null, ""left"": 22124, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.1552, 'coffee machine': 0.2002, 'dishwasher': 0.2896, 'sink': 0.3241, 'microwave': 0.0851}","{'oven': 97.56, 'coffee machine': 46.56, 'dishwasher': 60.6, 'sink': 30.51, 'microwave': 135.63}",[],cabinet door
22122,7,images/kitchen/15_segmented_sun_avtqdvhwdfzykzby.jpg,"[[569, 752], [571, 789], [659, 799], [657, 759]]",drawer,0.425,"[[0, 608], [1420, 608], [1420, 960], [0, 960]]",below,0.522,47.0,90.0,"{""above"": 22130, ""below"": 22128, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""dishwasher"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.1292, 'coffee machine': 0.1274, 'dishwasher': 0.0767, 'sink': 0.2304, 'microwave': 0.2289}","{'oven': 228.34, 'coffee machine': 304.5, 'dishwasher': 1.42, 'sink': 338.12, 'microwave': 236.51}",[],drawer
22123,8,images/kitchen/15_segmented_sun_avtqdvhwdfzykzby.jpg,"[[432, 707], [442, 743], [547, 752], [545, 715]]",drawer,0.358,"[[0, 608], [1420, 608], [1420, 960], [0, 960]]",below,0.391,45.0,115.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 22130}","{""above"": ""oven"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.0715, 'coffee machine': 0.1637, 'dishwasher': 0.1509, 'sink': 0.2914, 'microwave': 0.1733}","{'oven': 258.35, 'coffee machine': 331.35, 'dishwasher': 10.86, 'sink': 348.25, 'microwave': 251.55}",[],drawer
22124,9,images/kitchen/15_segmented_sun_avtqdvhwdfzykzby.jpg,"[[452, 302], [379, 351], [380, 373], [430, 363], [421, 405], [458, 401]]",cabinet door,0.403,"[[0, 608], [1420, 608], [1420, 960], [0, 960]]",above,1.304,103.0,79.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 22121, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.1446, 'coffee machine': 0.2284, 'dishwasher': 0.3064, 'sink': 0.3609, 'microwave': 0.0494}","{'oven': 79.13, 'coffee machine': 35.77, 'dishwasher': 51.7, 'sink': 25.03, 'microwave': 105.4}",[],cabinet door
22125,10,images/kitchen/15_segmented_sun_avtqdvhwdfzykzby.jpg,"[[687, 295], [604, 308], [612, 521], [690, 519]]",cabinet door,0.317,"[[0, 608], [1420, 608], [1420, 960], [0, 960]]",above,2.628,226.0,86.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": 22118, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""oven"", ""bottom_right"": ""coffee machine""}","{'oven': 0.1569, 'coffee machine': 0.1193, 'dishwasher': 0.2216, 'sink': 0.2314, 'microwave': 0.1479}","{'oven': 132.44, 'coffee machine': 64.07, 'dishwasher': 75.17, 'sink': 33.13, 'microwave': 171.66}",[],cabinet door
22126,11,images/kitchen/15_segmented_sun_avtqdvhwdfzykzby.jpg,"[[1301, 712], [1305, 768], [1419, 797], [1419, 733]]",drawer,0.345,"[[0, 608], [1420, 608], [1420, 960], [0, 960]]",below,0.72,85.0,118.0,"{""above"": null, ""below"": 22127, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": 22119, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.5284, 'coffee machine': 0.3751, 'dishwasher': 0.3594, 'sink': 0.2337, 'microwave': 0.5896}","{'oven': 189.1, 'coffee machine': 194.21, 'dishwasher': 177.63, 'sink': 198.18, 'microwave': 197.57}",[],drawer
22127,12,images/kitchen/15_segmented_sun_avtqdvhwdfzykzby.jpg,"[[1305, 772], [1305, 868], [1419, 914], [1419, 801]]",drawer,0.3,"[[0, 608], [1420, 608], [1420, 960], [0, 960]]",below,1.246,142.0,114.0,"{""above"": 22126, ""below"": null, ""left"": 22119, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.5392, 'coffee machine': 0.3911, 'dishwasher': 0.3614, 'sink': 0.2544, 'microwave': 0.6072}","{'oven': 194.38, 'coffee machine': 201.35, 'dishwasher': 185.63, 'sink': 208.96, 'microwave': 202.08}",[],drawer
22128,13,images/kitchen/15_segmented_sun_avtqdvhwdfzykzby.jpg,"[[570, 793], [572, 845], [660, 862], [657, 803]]",drawer,0.361,"[[0, 608], [1420, 608], [1420, 960], [0, 960]]",below,0.767,69.0,90.0,"{""above"": 22122, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""dishwasher"", ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.153, 'coffee machine': 0.1527, 'dishwasher': 0.0812, 'sink': 0.2427, 'microwave': 0.2545}","{'oven': 235.64, 'coffee machine': 298.02, 'dishwasher': 339.94, 'sink': 331.54, 'microwave': 240.13}",[],drawer
22129,14,images/kitchen/15_segmented_sun_avtqdvhwdfzykzby.jpg,"[[570, 709], [571, 747], [659, 755], [658, 716]]",drawer,0.457,"[[0, 608], [1420, 608], [1420, 960], [0, 960]]",below,0.517,46.0,89.0,"{""above"": 22120, ""below"": 22130, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.112, 'coffee machine': 0.1075, 'dishwasher': 0.0811, 'sink': 0.222, 'microwave': 0.2086}","{'oven': 219.66, 'coffee machine': 311.96, 'dishwasher': 19.45, 'sink': 344.11, 'microwave': 232.64}",[],drawer
22130,15,images/kitchen/15_segmented_sun_avtqdvhwdfzykzby.jpg,"[[572, 666], [569, 839], [659, 862], [659, 673]]",drawer,0.353,"[[0, 608], [1420, 608], [1420, 960], [0, 960]]",below,2.178,196.0,90.0,"{""above"": 22129, ""below"": 22122, ""left"": 22123, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""dishwasher"", ""top_left"": ""oven"", ""top_right"": ""coffee machine"", ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.1232, 'coffee machine': 0.1202, 'dishwasher': 0.077, 'sink': 0.2269, 'microwave': 0.222}","{'oven': 225.53, 'coffee machine': 306.65, 'dishwasher': 7.84, 'sink': 340.09, 'microwave': 235.19}",[],drawer
22131,1,images/kitchen/14_segmented_sun_agrkvwbkgrglcoga.jpg,"[[1533, 1145], [1534, 1250], [1829, 1303], [1831, 1188]]",drawer,0.529,"[[0, 1049], [2048, 1049], [2048, 1536], [0, 1536]]",below,0.53,158.0,298.0,"{""above"": null, ""below"": 22135, ""left"": null, ""right"": 22141, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 22139}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""stove"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'electronic kettle': 0.1701, 'stove': 0.1566, 'oven': 0.5758, 'sink': 0.6173, 'dish drying rack': 0.5446, 'microwave': 0.5523, 'refrigerator': 0.4453}","{'electronic kettle': 226.16, 'stove': 210.47, 'oven': 195.53, 'sink': 185.97, 'dish drying rack': 182.65, 'microwave': 205.07, 'refrigerator': 204.32}",[],drawer
22132,2,images/kitchen/14_segmented_sun_agrkvwbkgrglcoga.jpg,"[[315, 383], [195, 411], [200, 618], [318, 606]]",cabinet door,0.449,"[[0, 1049], [2048, 1049], [2048, 1536], [0, 1536]]",above,1.911,235.0,123.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 22136, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""oven"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""microwave""}","{'electronic kettle': 0.4661, 'stove': 0.4669, 'oven': 0.1259, 'sink': 0.2234, 'dish drying rack': 0.2552, 'microwave': 0.0727, 'refrigerator': 0.1791}","{'electronic kettle': 19.74, 'stove': 25.46, 'oven': 89.2, 'sink': 104.89, 'dish drying rack': 87.18, 'microwave': 39.33, 'refrigerator': 32.67}",[],cabinet door
22133,3,images/kitchen/14_segmented_sun_agrkvwbkgrglcoga.jpg,"[[330, 933], [332, 995], [468, 1020], [465, 955]]",drawer,0.494,"[[0, 1049], [2048, 1049], [2048, 1536], [0, 1536]]",above,0.63,87.0,138.0,"{""above"": null, ""below"": 22144, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""oven"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'electronic kettle': 0.3843, 'stove': 0.3666, 'oven': 0.0791, 'sink': 0.1172, 'dish drying rack': 0.0828, 'microwave': 0.138, 'refrigerator': 0.1294}","{'electronic kettle': 356.02, 'stove': 2.6, 'oven': 227.35, 'sink': 164.25, 'dish drying rack': 121.16, 'microwave': 270.36, 'refrigerator': 317.51}",[],drawer
22134,4,images/kitchen/14_segmented_sun_agrkvwbkgrglcoga.jpg,"[[2047, 5], [1897, 33], [1949, 92], [1954, 765], [2047, 768]]",cabinet door,0.337,"[[0, 1049], [2048, 1049], [2048, 1536], [0, 1536]]",above,5.087,763.0,150.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'electronic kettle': 0.3242, 'stove': 0.3671, 'oven': 0.698, 'sink': 0.783, 'dish drying rack': 0.7344, 'microwave': 0.6266, 'refrigerator': 0.5469}","{'electronic kettle': 136.16, 'stove': 133.14, 'oven': 163.95, 'sink': 158.81, 'dish drying rack': 153.99, 'microwave': 169.59, 'refrigerator': 162.57}",[],cabinet door
